56,231,64995,1323,62221,5205,45


-1,51953,540,65535,5801,65338,203,65005,1290,62159,5384,45


-1,51954,533,1,5791,65371,193,65024,1290,62159,5384,45


-1,51955,532,12,5766,65340,205,65008,1290,62159,5384,45


-1,51956,547,13,5782,65377,162,65024,1290,62159,5384,45


-1,51957,548,65523,5729,65351,189,65014,1330,62315,5228,45


-1,51958,589,65518,5722,65418,183,65022,1330,62315,5228,45


-1,51959,576,65527,5736,65398,197,65019,1330,62315,5228,45


-1,51960,569,65517,5785,65347,191,65019,1306,62230,5360,45


-1,51961,566,65513,5774,65358,218,64966,1306,62230,5360,45


-1,51962,533,5,5781,65378,206,65008,1306,62230,5360,45


-1,51963,538,20,5772,65342,191,65018,1313,62142,5424,45


-1,51964,522,13,5765,65361,166,65006,1313,62142,5424,45


-1,51965,499,65529,5784,65407,179,64994,1313,62142,5424,45


-1,51966,532,65516,5726,65375,201,64972,1313,62142,5424,45


-1,51967,539,65522,5753,65400,160,65012,1301,62231,5339,44


-1,51968,575,65514,5759,65356,188,65000,1301,62231,5339,44


-1,51969,593,65516,5754,65346,185,64958,1301,62231,5339,44


-1,51970,586,65531,5790,65376,203,64985,1294,62211,5297,46


-1,51971,548,65527,5773,65345,212,65013,1294,62211,5297,46


-1,51972,551,15,5741,65362,194,65006,1294,62211,5297,46


-1,51973,535,9,5761,65375,207,65001,1295,62129,5371,45


-1,51974,528,4,5762,65373,188,64987,1295,62129,5371,45


-1,51975,540,65527,5701,65387,192,65015,1295,62129,5371,45


-1,51976,575,65519,5730,65349,187,64990,1295,62129,5371,45


-1,51977,565,65533,5717,65360,206,64994,1325,62314,5144,45


-1,51978,559,65533,5753,65384,189,64997,1325,62314,5144,45


-1,51979,556,3,5766,65363,183,64983,1325,62314,5144,45


-1,51980,562,65531,5758,65363,210,64971,1295,62175,5370,45


-1,51981,581,65528,5736,65348,184,65031,1295,62175,5370,45


-1,51982,538,8,5727,65358,198,64978,1295,62175,5370,45


-1,51983,530,5,5792,65359,187,65005,1265,62138,5355,45


-1,51984,564,65534,5739,65368,202,64982,1265,62138,5355,45


-1,51985,556,65531,5745,65349,158,64996,1265,62138,5355,45


-1,51986,549,17,5779,65378,175,65004,1265,62138,5355,45


-1,51987,562,8,5783,65368,184,65015,1280,62244,5434,45


-1,51988,533,7,5772,65369,201,64988,1280,62244,5434,45


-1,51989,510,65518,5711,65403,210,65003,1280,62244,5434,45


-1,51990,526,1,5728,65368,174,64985,1294,62165,5357,45


-1,51991,554,65520,5730,65400,163,65015,1294,62165,5357,45


-1,51992,594,65527,5739,65335,172,65014,1294,62165,5357,45


-1,51993,548,65529,5802,65358,180,64988,1299,62175,5404,45


-1,51994,552,8,5820,65347,196,64970,1299,62175,5404,45


-1,51995,555,15,5785,65376,185,65009,1299,62175,5404,45


-1,51996,526,15,5798,65342,189,65003,1299,62175,5404,45


-1,51997,495,13,5767,65351,208,64974,1265,62233,5441,45


-1,51998,554,13,5713,65355,186,64977,1265,62233,5441,45


-1,51999,552,65513,5719,65356,186,64991,1265,62233,5441,45


