2


-1,20172,144,9,1438,65368,111,64968,1160,62141,5271,72


-1,20173,144,3,1421,65347,151,64985,1160,62141,5271,72


-1,20174,134,4,1424,65347,171,64983,1209,62157,5314,73


-1,20175,123,13,1416,65328,163,64998,1209,62157,5314,73


-1,20176,119,13,1416,65368,157,64977,1209,62157,5314,73


-1,20177,107,4,1438,65381,132,64978,1169,62113,5285,72


-1,20178,125,5,1419,65363,83,64980,1169,62113,5285,72


-1,20179,131,8,1424,65372,90,64953,1169,62113,5285,72


-1,20180,145,3,1437,65352,127,64984,1169,62113,5285,72


-1,20181,144,7,1427,65382,134,65004,1213,62087,5321,72


-1,20182,144,3,1435,65347,139,65009,1213,62087,5321,72


-1,20183,145,17,1424,65327,173,64965,1213,62087,5321,72


-1,20184,120,17,1423,65355,158,65011,1210,62120,5371,72


-1,20185,123,11,1412,65351,146,64975,1210,62120,5371,72


-1,20186,123,8,1397,65386,147,64972,1210,62120,5371,72


-1,20187,124,65528,1408,65367,115,64948,1210,62120,5371,72


-1,20188,108,4,1427,65371,117,64936,1170,62127,5288,72


-1,20189,140,7,1429,65391,128,64956,1170,62127,5288,72


-1,20190,127,2,1419,65352,113,64996,1170,62127,5288,72


-1,20191,123,13,1426,65341,136,64984,1235,62090,5361,72


-1,20192,112,11,1431,65342,143,65018,1235,62090,5361,72


-1,20193,102,17,1433,65358,137,65018,1235,62090,5361,72


-1,20194,130,14,1422,65367,128,65009,1162,62091,5317,73


-1,20195,114,65531,1411,65349,125,64969,1162,62091,5317,73


-1,20196,130,13,1417,65379,97,64956,1162,62091,5317,73


-1,20197,136,65525,1429,65356,111,64955,1162,62091,5317,73


-1,20198,137,65535,1436,65382,144,64979,1200,62190,5302,73


-1,20199,142,65529,1437,65383,137,64963,1200,62190,5302,73


-1,20200,119,16,1419,65343,147,65033,1200,62190,5302,73


-1,20201,125,65535,1424,65361,161,64996,1183,62166,5255,73


-1,20202,109,23,1419,65329,158,64960,1183,62166,5255,73


-1,20203,111,18,1422,65368,146,64958,1183,62166,5255,73


-1,20204,128,5,1428,65355,105,64996,1225,62191,5289,73


-1,20205,118,6,1416,65377,135,64958,1225,62191,5289,73


-1,20206,130,65531,1409,65363,111,64991,1225,62191,5289,73


-1,20207,146,6,1432,65360,146,64952,1225,62191,5289,73


-1,20208,123,0,1420,65379,105,64990,1194,62150,5271,73


-1,20209,127,8,1414,65317,155,65019,1194,62150,5271,73


-1,20210,133,20,1401,65364,157,64992,1194,62150,5271,73


-1,20211,111,0,1432,65378,108,64982,1226,62127,5141,73


-1,20212,116,65535,1431,65351,101,64934,1226,62127,5141,73


-1,20213,122,18,1429,65373,114,64972,1226,62127,5141,73


-1,20214,117,11,1424,65387,95,64956,1206,62153,5225,73


-1,20215,141,65535,1435,65353,125,64945,1206,62153,5225,73


-1,20216,131,65532,1421,65350,119,64980,1206,62153,5225,73


-1,20217,131,65534,1421,65379,174,65004,1206,62153,5225,73


-1,20218,115,65535,1408,65321,146,64975,1200,62114,5318,72


-1,20219,121,16,1410,65341,139,64998,1200,62114,5318,72


-1,20220,112,4,1410,65372,132,64944,1200,62114,5318,72


-1,20221,115,9,1421,65375,127,64980,1176,62149,5315,72


-1,20222,135,65529,1416,65406,117,64959,1176,62149,5315,72


-1,20223,124,6,1431,65386,134,64943,1176,62149,5315,72


-1,20224,140,14,1425,65351,110,64977,1219,62117,5222,72


-1,20225,126,6,1418,65356,148,64927,1219,62117,5222,72
